,0,1,2,3,4,5,6,7
146,FDC,337.45,0.04,92908,337.05,337.45,119.00,105.00
147,Federal Bank,87.05,-1.08,5939847,87.05,87.10,23774.00,11253.00
148,Fine Organics,2995.00,0.20,9670,2992.30,2994.35,10.00,4.00
149,Finolex Cables,465.30,1.67,476501,464.90,465.30,92.00,3.00
150,Finolex Ind,169.85,-0.06,126773,169.55,169.75,5.00,15.00
151,Firstsource Sol,149.95,0.67,1546489,149.70,149.85,357.00,298.00
152,Fortis Health,225.50,-1.23,4951229,224.45,224.70,601.00,2.00
153,Future Consumer,7.95,1.28,17287740,7.90,7.95,547916.00,487432.00
154,Future Retail,54.30,3.33,3844304,54.25,54.35,3101.00,5828.00
155,GAIL,160.90,-0.09,4017147,160.90,160.95,444.00,556.00
156,Galaxy Surfacta,2982.85,-0.18,10389,2979.00,2980.50,22.00,1.00
157,Garden Reach Sh,185.50,-0.11,67138,185.50,185.60,15.00,10.00
158,Garware Technic,2877.00,0.54,3340,2874.55,2877.00,2.00,1.00
159,GE Power India,314.30,8.01,1013967,315.15,315.55,44.00,25.00
160,GE Shipping,427.45,-0.92,131855,427.10,427.50,169.00,85.00
161,GE T&D India,135.30,1.85,155742,135.05,135.30,211.00,23.00
162,General Insuran,199.70,-0.15,281429,199.70,199.85,1111.00,235.00
163,Gillette India,5654.50,0.36,2859,5644.75,5651.05,8.00,4.00
164,GlaxoSmithKline,1515.65,-0.33,4654,1515.65,1518.05,5.00,10.00
165,Glenmark,620.50,0.69,1147452,620.70,620.75,87.00,448.00
166,GMM Pfaudler,4895.10,-0.42,21668,4890.35,4890.50,1.00,8.00
167,GMR Infra,26.00,-0.57,3050271,26.00,26.05,85164.00,84208.00
168,GNFC,385.55,-0.46,166146,385.50,385.65,299.00,14.00
169,Godfrey Phillip,942.85,2.89,187464,939.15,939.90,177.00,4.00
170,Godrej Agrovet,559.55,-0.67,41108,559.65,559.90,153.00,10.00
171,Godrej Consumer,855.40,-0.99,733393,855.25,855.75,48.00,228.00
172,Godrej Ind,528.80,0.24,45226,528.35,528.95,3.00,4.00
173,Godrej Prop,1415.05,0.56,350211,1414.35,1414.45,270.00,21.00
174,Granules India,328.25,1.42,2632501,328.00,328.10,10.00,450.00
175,Graphite India,757.00,-0.62,525374,757.10,757.70,85.00,1.00
176,Grasim,1464.00,0.36,341018,1463.85,1464.00,19.00,340.00
177,Greaves Cotton,129.30,1.02,492745,129.30,129.40,200.00,55.00
178,Grindwell Norto,1206.95,0.21,15366,1206.15,1206.95,21.00,5.00
179,GSFC,110.85,2.11,1201974,111.15,111.30,290.00,484.00
180,Guj Alkali,403.90,-0.82,98035,403.60,403.80,44.00,25.00
181,Guj Heavy Chem,269.00,0.75,124591,268.65,269.00,45.00,330.00
182,Guj Mineral,73.65,0.20,775364,73.60,73.70,1159.00,2713.00
183,Guj State Petro,297.40,3.61,7845879,296.90,297.00,700.00,1000.00
184,Gujarat Fluoro,1006.70,0.15,568747,1006.00,1006.50,546.00,30.00
185,Gujarat Gas,586.85,1.05,1168234,586.85,587.20,95.00,100.00
186,Gujarat Pipavav,104.45,-0.38,435759,104.50,104.60,67.00,378.00
187,Gulf Oil Lubric,699.20,0.02,126550,699.20,699.85,1.00,37.00
188,Hathway Cable,26.00,0.97,3787069,25.95,26.00,36406.00,28235.00
189,Hatsun Agro,856.25,-0.06,11521,855.10,856.25,4.00,3.00
190,Havells India,1055.80,-1.59,738632,1055.55,1056.00,52.00,85.00
191,HCL Tech,939.35,-0.01,1584065,939.35,939.40,35.00,52.00
192,HDFC,2597.75,0.51,1207454,2596.50,2597.05,20.00,6.00
193,HDFC AMC,3063.70,0.36,146373,3061.55,3062.00,5.00,15.00
194,HDFC Bank,1505.10,-1.06,2058155,1504.40,1504.45,1.00,117.00
195,HDFC Life,680.90,0.38,1732387,681.05,681.10,2.00,96.00
196,HEG,2226.10,0.80,291113,2232.05,2233.00,14.00,1.00
197,Heidelberg Cem,250.30,-0.87,245897,250.20,250.30,8.00,6.00
198,Heritage Foods,396.00,4.72,641556,395.20,395.70,990.00,37.00
199,Hero Motocorp,3023.80,0.54,496955,3023.85,3024.45,5.00,288.00
200,Hexaware Tech,470.80,0.00,268017,0.00,470.80,0,620
201,HFCL,46.40,0.43,6060670,46.35,46.40,27605.00,27900.00
202,Himadri Special,51.45,-0.68,2209461,51.35,51.40,3005.00,8415.00
203,Himatsingka Sei,169.05,-0.12,89627,169.05,169.30,2.00,40.00
204,Hind Copper,158.50,-2.04,2550360,158.40,158.55,122.00,14.00
205,Hind Zinc,323.60,-0.34,371174,323.60,323.80,123.00,243.00
206,Hindalco,393.85,-1.33,4884169,393.90,393.95,232.00,3.00
207,Hindustan Aeron,1034.30,-1.41,55657,1033.30,1034.35,6.00,4.00
208,Honeywell Autom,41928.95,-0.11,794,41900.05,41925.50,1.00,1.00
209,HPCL,294.65,2.61,3498901,295.05,295.15,178.00,1425.00
210,HUDCO,49.75,-0.20,1610717,49.70,49.75,4757.00,4740.00
211,HUL,2341.65,-0.91,432244,2341.70,2341.95,19.00,1.00
212,ICICI Bank,644.00,-0.96,4313834,644.00,644.05,4982.00,39.00
213,ICICI Lombard,1451.70,-1.65,444599,1450.55,1450.65,2.00,17.00
214,ICICI Prudentia,573.15,0.61,1084458,573.15,573.40,13.00,18.00
215,ICICI Securitie,592.90,-1.55,287444,593.65,593.95,3.00,10.00
216,ICRA,3273.65,1.25,5509,3265.00,3271.85,15.00,1.00
217,IDBI Bank,39.20,1.16,19232992,39.20,39.25,31026.00,53286.00
218,IDFC,56.80,-0.09,1056157,56.75,56.80,4599.00,3935.00
219,IDFC First Bank,59.90,-1.32,13341799,59.85,59.90,24272.00,37344.00
220,IEX,357.35,0.08,550418,357.10,357.30,3.00,65.00
221,IFB Industries,1127.60,-2.33,34416,1122.55,1123.00,25.00,150.00
222,IFCI,12.95,-0.77,3308727,12.95,13.00,39213.00,143236.00
223,IGL,522.00,-0.87,1153777,521.85,521.95,80.00,86.00
224,IIFL Finance,259.80,-0.29,52079,259.80,259.90,201.00,142.00
225,India Cements,190.00,0.50,1972750,190.00,190.05,1731.00,7.00
226,India Tourism D,395.35,1.94,101850,394.25,394.90,16.00,18.00
227,Indiabulls Hsg,232.40,1.49,15090949,232.20,232.25,30.00,303.00
228,Indiabulls Real,105.15,-1.36,5800441,104.80,104.90,248.00,128.00
229,Indiamart Inter,6994.60,1.48,126547,6991.50,6997.45,4.00,5.00
230,Indian Bank,146.20,-0.20,1722031,146.25,146.35,29.00,407.00
231,Indian Hotels,142.50,5.17,8758101,142.40,142.50,94.00,1016.00
232,Indoco Remedies,397.00,1.11,131284,396.80,397.00,1.00,81.00
233,Indostar Capita,386.30,1.53,98651,384.00,384.35,50.00,3.00
234,INDUS TOWERS,245.30,-0.47,805090,245.25,245.30,190.00,116.00
235,IndusInd Bank,1007.80,0.18,2490797,1007.20,1007.55,99.00,45.00
236,Infibeam Avenue,50.15,-2.15,3202326,50.10,50.15,15663.00,9209.00
237,Info Edge,4532.20,-1.05,138829,4530.00,4531.95,60.00,9.00
238,Infosys,1392.60,0.24,1010150,1393.00,1393.50,234.00,29.00
239,Ingersoll Rand,975.00,2.41,98305,975.00,976.20,128.00,6.00
240,INOX Leisure,319.35,0.62,102399,318.60,318.90,86.00,80.00
241,Intellect Desig,743.50,-1.12,83161,743.15,743.85,64.00,3.00
242,Interglobe Avi,1762.00,-0.15,217465,1761.30,1762.00,22.00,14.00
243,IOB,17.65,0.57,6207836,17.60,17.65,17507.00,148076.00
244,IOC,113.60,1.07,9102900,113.60,113.65,16796.00,9709.00
245,Ipca Labs,2072.40,-0.82,70498,2071.20,2072.55,139.00,10.00
246,IRB Infra,125.70,-2.22,1857452,125.70,125.80,547.00,85.00
247,Ircon Internati,47.10,0.43,784616,47.05,47.15,42011.00,5401.00
248,IRCTC,1922.00,-0.20,117335,1918.00,1918.95,16.00,23.00
249,ITC,208.80,-0.19,11525787,208.65,208.70,2022.00,6831.00
250,ITI,124.40,2.81,1693619,124.50,124.55,350.00,849.00
251,IWML,1184.70,1.02,12105,1186.05,1186.80,2.00,2.00
252,J. K. Cement,2839.40,-0.26,110322,2836.30,2837.95,22.00,5.00
253,JagranPrakashan,59.25,0.00,137430,59.15,59.25,351.00,371.00
254,Jai Corp,114.35,-2.01,1217979,114.25,114.30,476.00,51.00
255,Jamna Auto,80.70,0.25,260094,80.65,80.70,7.00,1610.00
256,JB Chemicals,1497.85,-0.62,30638,1497.85,1498.60,10.00,7.00
257,Jindal (Hisar),174.55,-1.13,192486,174.10,174.35,1053.00,3.00
258,Jindal Saw,111.85,-2.10,1789770,111.85,112.00,2552.00,1410.00
259,Jindal Stainles,93.25,-0.69,349219,93.25,93.35,220.00,1416.00
260,Jindal Steel,395.30,-0.65,2431515,394.85,395.05,94.00,500.00
261,JK Bank,29.35,-1.02,1428767,29.25,29.30,28694.00,9476.00
262,JK Lakshmi Cem,542.55,-1.24,130284,542.50,542.85,199.00,24.00
263,JK Paper,160.40,-1.38,893070,160.40,160.45,100.00,80.00
264,JK Tyre & Ind,135.35,1.12,1186049,135.20,135.25,137.00,245.00
265,JM Financial,87.65,0.17,249601,87.45,87.65,155.00,604.00
266,Johnson Control,2221.00,-0.24,7660,2221.00,2221.25,16.00,7.00
267,JSW Energy,134.25,-1.58,3385160,133.95,134.00,6011.00,754.00
268,JSW Steel,710.00,-0.62,3248376,709.70,709.90,2113.00,826.00
269,Jubilant Food,3217.00,1.15,437001,3213.00,3215.05,39.00,233.00
270,Jubilant Pharmo,839.00,-0.54,153859,838.50,838.60,36.00,55.00
271,Just Dial,928.70,-0.17,1536414,928.50,929.00,5.00,1408.00
272,Jyothy Labs,161.10,2.64,1146433,161.25,161.45,109.00,171.00
273,Kajaria Ceramic,995.15,-0.35,169119,993.35,993.90,10.00,7.00
274,Kalpataru Power,435.00,1.14,300474,434.70,434.95,20.00,1.00
275,Kansai Nerolac,578.90,0.48,49384,577.85,578.50,4.00,5.00
276,Karnataka Bank,65.05,2.28,2831890,65.05,65.10,3492.00,9017.00
277,Karur Vysya,55.65,-0.27,574057,55.60,55.70,1085.00,2395.00
278,Kaveri Seed,706.35,-0.20,45444,706.35,706.85,34.00,15.00
279,KEC Intl,404.10,-0.49,54381,404.10,404.45,50.00,12.00
280,KEI Industries,678.90,2.10,165567,678.25,678.70,87.00,29.00
281,KNR Construct,225.25,0.69,123766,225.10,225.30,105.00,93.00
282,Kolte-Patil,228.50,1.40,174776,228.50,228.65,13.00,100.00
283,Kotak Mahindra,1805.85,-0.46,501394,1805.25,1805.80,44.00,105.00
284,KPIT Tech,243.65,1.46,725127,243.25,243.35,25.00,12.00
285,KPR Mill,1538.00,-0.48,6286,1537.55,1539.90,2.00,2.00
286,KRBL,227.30,-0.50,470561,227.05,227.40,317.00,117.00
287,KSB Pumps,1018.00,0.37,21530,1018.45,1019.55,1.00,1.00
288,L&T Finance,93.55,0.11,6205856,93.50,93.60,16934.00,13170.00
289,L&T Infotech,3865.90,0.69,78697,3863.75,3863.80,1.00,4.00
290,L&T Technology,2762.20,2.20,254745,2760.50,2761.95,41.00,43.00
291,La Opala RG,281.80,-0.28,80005,281.30,281.75,33.00,2.00
292,Lakshmi Machine,6805.00,3.49,5658,6800.00,6805.00,77.00,1.00
293,Larsen,1534.00,1.53,2161843,1534.00,1534.25,391.00,5.00
294,Laurus Labs,539.25,0.42,641634,539.30,539.60,154.00,31.00
295,Lemon Tree Hote,44.60,3.73,6366146,44.55,44.65,5998.00,22340.00
296,LIC Housing Fin,516.65,3.38,10852336,516.55,516.60,178.00,28.00
297,Linde India,1602.10,-0.34,32633,1602.00,1603.60,79.00,10.00
298,Lupin,1237.35,0.44,885114,1237.45,1237.95,20.00,59.00
299,Lux Industries,3330.10,2.63,74768,3330.95,3335.00,4.00,33.00
300,M&M,807.70,0.74,2380705,808.00,808.25,61.00,30.00
301,M&M Financial,163.05,0.25,4797159,163.15,163.25,70.00,2234.00
302,Mah Scooters,3837.00,1.01,1516,3835.00,3837.00,30.00,28.00
303,Mah Seamless,286.95,-0.71,52753,286.95,287.25,10.00,3.00
304,Mahanagar Gas,1171.55,-1.30,100162,1171.60,1171.90,50.00,7.00
305,Mahindra CIE,218.35,4.62,715770,218.30,218.35,78.00,8.00
306,Mahindra Holida,264.70,3.20,595226,265.85,266.10,86.00,45.00
307,Mahindra Logist,566.35,4.04,251122,566.35,566.85,248.00,5.00
308,Manappuram Fin,161.05,-2.01,2966665,161.15,161.20,400.00,404.00
309,Marico,491.80,-0.98,936790,491.60,491.85,453.00,531.00
310,Maruti Suzuki,7213.05,0.05,296059,7213.25,7213.85,2.00,26.00
311,MAS Financial S,934.60,2.37,16499,933.15,934.95,6.00,4.00
312,Max Financial,959.60,0.01,1063476,958.30,959.10,88.00,44.00
313,MCX India,1561.20,-0.02,35023,1557.70,1559.75,16.00,23.00
314,Metropolis,2626.10,7.06,542557,2626.10,2628.75,74.00,5.00
315,Minda Corp,133.15,-2.06,564029,133.15,133.30,1.00,154.00
316,Minda Ind,593.00,0.61,69336,593.00,593.40,63.00,7.00
317,Mindtree,2367.50,-0.15,284965,2367.50,2368.15,81.00,14.00
318,Mishra Dhatu Ni,194.40,0.08,98198,194.30,194.50,7.00,224.00
319,MMTC Ltd,56.70,-1.13,1987822,56.75,56.80,500.00,609.00
320,MOIL,184.80,1.12,708879,184.80,185.00,612.00,1652.00
321,Motherson Sumi,250.65,0.06,17493534,250.65,250.70,8310.00,1027.00
322,Motilal Oswal,790.15,-0.57,81175,789.50,790.20,80.00,15.00
323,MphasiS,1919.50,-0.07,162712,1917.80,1918.35,2.00,72.00
324,MRF,84675.00,0.20,4842,84616.20,84655.00,1.00,1.00
325,MRPL,51.35,0.00,871343,51.20,51.30,8193.00,6250.00
326,Muthoot Finance,1507.25,-0.24,3690028,1508.15,1508.65,66.00,42.00
327,NALCO,71.75,-1.71,8977862,71.75,71.80,4672.00,32262.00
328,Narayana Hruda,496.40,1.68,501751,495.25,496.05,353.00,3.00
329,Natco Pharma,1045.20,0.03,98655,1045.20,1045.45,15.00,5.00
330,Nava Bharat Ven,90.40,0.89,371461,90.40,90.50,265.00,971.00
331,Navin Fluorine,3175.00,0.24,44532,3175.20,3177.20,3.00,45.00
332,NBCC (India),47.60,-0.94,2531056,47.55,47.60,30499.00,28546.00
333,NCC,81.00,-0.98,1086403,80.80,80.90,2543.00,590.00
334,NESCO,550.20,0.11,22609,550.20,550.30,56.00,7.00
335,Nestle,17578.75,-1.51,32336,17530.00,17542.55,51.00,2.00
336,New India Assur,170.25,0.47,416597,170.25,170.40,100.00,610.00
337,NFL,68.20,0.37,512685,68.30,68.45,3263.00,416.00
338,NHPC,26.05,0.19,1352577,26.00,26.05,48496.00,136688.00
339,Nilkamal,2340.55,-5.69,121004,2341.20,2344.95,64.00,57.00
340,Nippon,366.00,-0.67,233829,365.30,365.50,25.00,11.00
341,NLC India,61.85,1.98,3751627,61.85,61.90,15.00,2650.00
342,NMDC,183.30,-1.27,2537990,183.25,183.30,6966.00,1652.00
343,NTPC,111.75,0.00,3610841,111.75,111.80,5287.00,3686.00
344,Oberoi Realty,653.00,-1.24,1026533,652.80,653.20,15.00,32.00
345,Oil India,139.70,-0.07,684204,139.60,139.75,436.00,390.00
346,Omaxe,82.40,-1.14,18022,82.30,82.60,59.00,143.00
347,ONGC,124.20,1.39,38863003,124.15,124.20,76464.00,1106.00
348,Oracle Fin Serv,3542.30,0.18,16283,3537.65,3541.35,3.00,1.00
349,Orient Cement,141.65,3.06,656584,141.40,141.50,585.00,300.00
350,Orient Electric,311.55,3.57,442792,311.70,311.90,502.00,1.00
351,Orient Refract,310.00,-0.03,21536,310.05,310.50,29.00,38.00
352,P and G,13013.80,1.68,14787,13000.40,13013.80,1.00,4.00
353,Page Industries,31034.90,1.79,25412,31016.15,31034.10,1.00,15.00
354,Persistent,2425.85,0.30,41149,2419.95,2422.55,3.00,1.00
355,Petronet LNG,245.00,-0.81,2106667,245.00,245.05,675.00,11.00
356,Pfizer,5212.35,0.30,14778,5212.05,5215.00,176.00,9.00
357,Phillips Carbon,224.75,-0.64,429291,224.40,224.65,87.00,104.00
358,Phoenix Mills,872.95,1.23,232772,872.30,872.40,28.00,8.00
359,PI Industries,2660.00,-0.61,38050,2660.00,2660.10,1.00,10.00
360,Pidilite Ind,2081.45,0.10,159129,2081.65,2082.60,1.00,11.00
361,Piramal Enter,1872.50,1.64,673922,1870.50,1871.40,17.00,11.00
