,0,1,2,3,4,5,6,7
88,TATA Cons. Prod,710.45,1.49,3351231,710.25,710.40,120.00,11.00
89,Tata Power,117.40,3.53,72614254,117.30,117.40,12887.00,10100.00
90,Torrent Power,474.00,2.73,7832983,473.70,473.80,900.00,2192.00
91,Trent,862.85,0.64,232343,862.90,863.45,8.00,8.00
92,TVS Motor,642.95,-0.89,1136529,642.80,643.00,100.00,99.00
93,Union Bank,35.80,0.56,32579719,35.75,35.80,121476.00,86518.00
94,V-Guard Ind,266.25,0.34,743471,266.10,266.25,37.00,1.00
95,Varun Beverages,1122.00,-0.45,479705,1121.30,1121.90,64.00,1.00
96,Vodafone Idea,9.90,-1.49,186009128,9.90,9.95,3439892.00,6051886.00
97,Voltas,1075.50,-1.96,922062,1075.30,1075.35,80.00,9.00
98,Whirlpool,2171.55,-0.57,48448,2171.60,2172.65,38.00,8.00
99,Yes Bank,14.95,-0.66,233451023,14.90,14.95,3732315.00,4126789.00
100,Company,LTP,%Change,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty
