,0,1,2,3,4,5,6,7
86,CARE Ratings,571.45,-0.71,29746,567.00,571.45,1.00,630.00
87,Castrol,133.85,1.44,199612,133.85,135.00,4220.00,3404.00
88,CCL Products,370.75,3.22,42063,370.75,370.75,17.00,129.00
89,Ceat,1342.85,0.53,19460,1336.00,1341.10,5.00,2.00
90,Central Bank,20.75,2.47,5474806,20.75,20.75,150.00,18503.00
91,Century,505.40,0.25,50046,503.00,504.35,20.00,19.00
92,CenturyPlyboard,409.00,1.46,10651,411.35,412.55,20.00,10.00
93,Cera Sanitary,4049.95,1.18,117,4032.70,4076.00,1.00,1.00
94,CESC,691.50,0.58,23628,691.50,695.00,5.00,1.00
95,CG Consumer,409.95,2.27,96050,409.95,409.95,99.00,25.00
96,Chalet Hotels,187.90,2.20,35648,187.00,187.40,6.00,200.00
97,Chambal Fert,288.70,2.01,78292,288.10,288.70,300.00,76.00
98,Chennai Petro,133.20,-0.78,70888,132.05,133.75,1.00,125.00
99,Chola Fin Hold,674.65,2.82,2812,671.70,681.05,1.00,1.00
100,Chola Invest.,570.00,2.32,132899,568.00,570.00,10.00,534.00
101,Cipla,948.50,-0.63,79145,950.00,951.00,27.00,9.00
102,City Union Bank,167.20,-0.21,147522,167.10,167.20,10.00,147.00
103,Coal India,149.10,0.07,806379,149.10,149.50,920.00,206.00
104,Cochin Shipyard,383.60,1.97,63690,383.60,383.60,35.00,4.00
105,COFORGE LTD.,3646.05,1.95,27293,3646.05,3646.05,8.00,25.00
106,Colgate,1711.65,-0.33,9935,1710.00,1717.00,3.00,5.00
107,Container Corp,707.05,2.29,131061,707.05,707.05,50.00,50.00
108,Coromandel Int,815.00,2.95,158574,813.00,815.00,24.00,530.00
109,CreditAccess Gr,690.25,8.38,37703,690.25,690.25,50.00,100.00
110,CRISIL,2052.00,2.52,25500,2046.40,2059.00,41.00,5.00
111,CSB Bank,325.15,1.50,97866,323.00,327.20,101.00,50.00
112,Cummins,808.80,1.79,355232,808.80,808.80,1.00,2.00
113,Cyient,799.10,0.23,10525,799.10,804.50,134.00,25.00
114,Dabur India,540.45,1.49,126142,540.45,540.45,10.00,35.00
115,Dalmia Bharat,1789.60,0.27,3082,1789.60,1790.25,4.00,2.00
116,DB Corp,94.30,-0.05,20855,94.00,94.35,2.00,20.00
117,DCB Bank,103.15,-0.19,102174,103.15,104.55,4.00,50.00
118,DCM Shriram,722.50,2.32,32775,718.25,722.00,25.00,85.00
119,Deepak Fert,297.10,-0.29,51543,297.10,297.10,250.00,250.00
120,Deepak Nitrite,1740.35,-0.73,99468,1741.50,1742.80,5.00,1.00
121,Delta Corp,177.55,1.17,319138,177.55,177.55,168.00,131.00
122,Dhanuka Agritec,943.10,0.65,5079,940.10,943.50,72.00,11.00
123,Dilip Buildcon,562.55,2.13,65404,562.55,562.55,66.00,589.00
124,Dish TV,15.22,0.40,1333443,15.22,15.22,3709.00,3794.00
125,Dishman Carboge,211.15,2.45,66677,211.15,211.30,25.00,2.00
126,Divis Labs,4234.00,0.47,8452,4225.00,4240.00,6.00,3.00
127,Dixon Technolog,4324.20,2.10,15959,4324.20,4350.00,136.00,22.00
128,DLF,297.70,2.36,651691,297.70,297.70,34.00,19.00
129,Dr Lal PathLab,2901.00,-0.31,10539,2902.00,2905.00,50.00,12.00
130,Dr Reddys Labs,5286.10,-0.50,37838,5286.10,5286.10,1.00,10.00
131,eClerx Services,1254.85,-0.79,731,1250.60,1299.00,1.00,2.00
132,Edelweiss,67.60,4.89,676399,67.65,0.00,64022.00,0.00
133,Eicher Motors,2768.15,3.39,51927,2765.15,2768.15,3.00,6.00
134,EID Parry,423.90,1.91,99338,421.05,424.00,10.00,118.00
135,EIH,110.55,2.31,88923,110.55,110.55,6.00,4.00
136,Emami,548.25,3.90,2005203,548.25,548.25,90.00,10.00
137,Endurance Techn,1495.95,0.83,2785,1502.45,1518.00,12.00,12.00
138,EngineersInd,84.95,-0.29,199060,84.60,84.95,110.00,1434.00
139,EPL,252.00,1.53,25622,250.05,252.40,100.00,100.00
140,Equitas Holding,90.30,2.61,77275,90.30,90.80,135.00,5.00
141,Eris Life,695.50,-0.41,2664,693.20,697.50,4.00,6.00
142,Esab India,1818.00,-0.32,2227,1810.00,1818.00,19.00,4.00
143,Escorts,1216.45,4.75,224074,1216.45,1218.50,74.00,25.00
144,Exide Ind,192.85,-0.10,161896,192.55,192.85,501.00,5.00
145,FDC,336.70,-0.91,11759,336.70,338.00,10.00,5.00
146,Federal Bank,88.00,0.92,861767,87.90,88.00,1.00,495.00
147,Fine Organics,2998.05,-1.47,4839,2988.65,2998.95,1.00,10.00
148,Finolex Cables,456.55,-1.07,31307,456.55,456.55,210.00,390.00
149,Finolex Ind,170.60,-0.64,87399,169.75,171.00,14.00,318.00
150,Firstsource Sol,148.75,1.64,323063,148.75,149.25,92.00,20.00
151,Force Motors,1200.20,0.41,1615,1196.00,1200.20,20.00,100.00
152,Fortis Health,227.30,-0.48,128549,226.90,227.20,10.00,102.00
153,Future Consumer,7.83,5.53,8795128,7.83,7.83,497.00,503.00
154,Future Retail,52.50,5.00,684699,52.50,0.00,155953.00,0.00
155,GAIL,160.95,1.39,468146,160.95,161.30,730.00,351.00
156,Galaxy Surfacta,2980.00,0.43,1153,2980.00,2999.00,10.00,4.00
157,Garden Reach Sh,185.65,1.53,101860,185.65,186.90,30.00,10.00
158,Garware Technic,2860.00,0.37,3738,2860.00,2860.00,44.00,6.00
159,Gateway Distri,306.75,3.37,94841,306.00,306.50,441.00,4.00
160,GE Power India,292.00,1.42,16589,292.50,293.00,17.00,50.00
161,GE Shipping,431.15,0.35,57008,431.15,431.15,33.00,17.00
162,General Insuran,200.20,1.91,236459,200.20,200.20,15.00,5.00
163,Gillette India,5620.00,0.04,409,5619.00,5730.00,3.00,20.00
164,Gland,3177.00,0.57,5645,3167.40,3178.00,10.00,2.00
165,GlaxoSmithKline,1518.75,-0.25,1247,1521.20,1534.00,1.00,24.00
166,Glenmark,616.05,0.17,177048,615.80,616.25,1.00,15.00
167,GMM Pfaudler,4910.90,0.29,5863,4910.90,4910.90,1.00,5.00
168,GMR Infra,26.15,-0.19,1057093,26.15,26.15,2.00,50.00
169,GNFC,387.10,3.28,73630,386.50,387.10,20.00,198.00
170,Godfrey Phillip,920.00,1.32,16137,914.40,920.00,530.00,29.00
171,Godrej Agrovet,563.50,0.98,34048,561.70,563.00,100.00,25.00
172,Godrej Consumer,864.30,1.54,57998,864.30,864.30,195.00,5.00
173,Godrej Ind,527.50,0.28,21043,526.55,528.00,10.00,92.00
174,Godrej Prop,1409.55,1.43,55925,1409.55,1409.55,200.00,10.00
175,Granules India,323.40,2.62,149520,323.40,324.50,1490.00,21.00
176,Graphite India,760.60,1.41,258360,758.00,760.00,5.00,111.00
177,Grasim,1459.75,1.24,35974,1452.50,1465.00,5.00,5.00
178,Greaves Cotton,128.00,0.59,110648,128.00,128.50,276.00,264.00
179,Grindwell Norto,1210.00,-0.13,4417,1205.40,1210.00,10.00,45.00
180,GSFC,109.05,5.21,280197,109.05,109.50,555.00,180.00
181,Guj Alkali,407.05,-1.39,40324,407.05,407.05,17.00,33.00
182,Guj Heavy Chem,266.35,1.72,28619,266.00,267.70,110.00,102.00
183,Guj Mineral,74.15,2.49,308172,74.15,74.15,500.00,6196.00
184,Guj State Petro,285.80,2.07,230123,283.00,285.80,20.00,819.00
185,Gujarat Fluoro,1003.40,8.10,81458,1003.40,1003.40,12.00,20.00
186,Gujarat Gas,580.75,2.48,357593,580.75,580.75,17.00,42.00
187,Gujarat Pipavav,105.00,0.96,87969,105.00,105.45,62.00,25.00
188,Gulf Oil Lubric,697.40,-0.48,5245,699.35,705.00,4.00,1.00
189,Hathway Cable,25.70,-0.39,727034,25.70,25.75,110.00,6686.00
190,Havells India,1072.80,2.53,96380,1072.80,1072.00,135.00,7.00
191,Hawkins Cooker,5914.40,0.38,1283,5900.00,5906.00,9.00,91.00
192,HCL Tech,939.85,-0.38,191101,939.85,939.00,5.00,86.00
193,HDFC,2582.85,0.84,89960,2582.85,2580.00,21.00,4.00
194,HDFC AMC,3049.05,1.11,24047,3049.05,3050.00,8.00,2.00
195,HDFC Bank,1520.20,1.07,258566,1520.20,1520.20,29.00,112.00
196,HDFC Life,678.60,0.41,102183,678.60,680.45,16.00,40.00
197,HEG,2217.35,6.51,110763,2219.00,2222.15,28.00,4.00
198,Heidelberg Cem,252.35,0.00,29972,252.45,253.50,3.00,25.00
199,Heritage Foods,377.05,1.55,67571,377.75,379.00,1.00,99.00
200,Hero Motocorp,3008.95,1.23,24614,3000.00,3010.30,20.00,50.00
201,HFCL,46.10,2.33,2446827,46.15,46.40,5.00,3507.00
202,Himadri Special,51.70,-0.77,881686,51.70,51.75,1300.00,75.00
203,Hind Copper,161.85,-0.49,916101,161.85,161.85,228.00,39.00
204,Hind Zinc,324.70,0.14,95299,324.70,325.40,8397.00,95.00
205,Hindalco,399.10,0.05,655532,398.00,399.10,1071.00,221.00
206,Hindustan Aeron,1048.70,1.18,7269,1048.70,1048.70,6.00,15.00
207,Honeywell Autom,41995.00,0.12,147,41901.00,42030.00,1.00,1.00
208,HPCL,287.65,-0.31,186170,287.65,287.50,6.00,35.00
209,HUDCO,49.80,-0.40,970581,49.80,49.80,90.00,4377.00
210,HUL,2361.90,0.14,18563,2361.90,2361.90,12.00,43.00
211,ICICI Bank,650.20,0.29,596720,650.20,650.20,16.00,1.00
212,ICICI Lombard,1471.30,0.35,27252,1471.30,1473.00,81.00,27.00
213,ICICI Prudentia,569.55,0.65,52903,568.40,570.05,5.00,5.00
214,ICICI Securitie,602.45,5.35,117894,599.00,602.45,100.00,4.00
215,IDBI Bank,38.80,-1.02,1521476,38.75,38.80,6631.00,15717.00
216,IDFC,56.85,-1.13,366264,56.85,56.85,5.00,490.00
217,IDFC First Bank,60.65,-0.41,1544201,60.55,60.65,30.00,2302.00
218,IEX,356.80,0.65,644192,357.40,357.75,266.00,1.00
219,IFB Industries,1153.00,1.97,6249,1150.35,1152.00,50.00,30.00
220,IFCI,13.04,4.99,3061569,13.04,0.00,45404.00,0.00
221,IGL,526.10,-0.95,93910,526.40,526.50,1.00,130.00
222,IIFL Finance,261.80,2.05,8639,260.55,261.00,1000.00,100.00
223,India Cements,188.65,5.04,639809,190.00,190.30,359.00,37.00
224,India Tourism D,386.30,2.10,17304,381.05,386.40,12.00,75.00
225,Indiabulls Hsg,228.80,0.84,1325518,228.80,228.80,40.00,96.00
226,Indiabulls Real,106.25,5.67,2252829,105.50,106.25,3201.00,879.00
227,Indiamart Inter,6896.40,-2.45,31381,6896.40,6896.40,2.00,1237.00
228,Indian Bank,146.70,2.52,224591,145.80,146.00,160.00,30.00
229,Indian Hotels,135.40,0.37,423127,135.50,136.00,221.00,190.00
230,Indoco Remedies,391.40,-1.45,51394,388.60,391.40,3.00,218.00
231,Indostar Capita,377.50,1.89,20991,371.00,377.50,1.00,94.00
232,INDUS TOWERS,246.45,2.24,78517,245.10,246.30,8.00,120.00
233,IndusInd Bank,1005.85,-2.15,774274,1005.85,1005.85,51.00,20.00
234,Info Edge,4576.95,0.49,49888,4564.00,4575.00,14.00,1.00
235,Infosys,1389.50,0.71,243404,1389.50,1389.50,181.00,4.00
236,INOX Leisure,316.60,0.65,59881,316.60,317.00,50.00,107.00
237,Interglobe Avi,1761.25,-0.16,23839,1755.00,1777.00,1.00,1.00
238,IOB,17.50,-0.28,3055736,17.45,17.50,6231.00,6511.00
239,IOC,112.45,1.49,868532,112.45,112.45,298.00,680.00
240,IOL Chemicals,714.45,3.04,198251,714.45,714.45,4.00,543.00
241,Ipca Labs,2087.50,0.40,5910,2083.00,2087.50,5.00,23.00
242,IRB Infra,128.60,-1.64,556224,128.60,128.60,85.00,511.00
243,Ircon Internati,46.95,2.07,1183892,46.95,46.95,486.00,126.00
244,IRCTC,1921.35,0.21,24978,1921.35,1922.95,45.00,9.00
245,ITC,209.10,0.05,2012427,209.10,209.10,1687.00,4.00
246,ITI,121.20,0.54,17891,121.15,121.90,30.00,25.00
247,IWML,1173.80,-0.39,333,1168.00,1182.00,24.00,6.00
248,J. K. Cement,2850.70,0.10,1998,2843.50,2867.30,20.00,1.00
249,JagranPrakashan,59.40,2.33,82561,58.60,59.20,500.00,2000.00
250,Jai Corp,116.55,1.26,305255,116.55,116.65,1736.00,25.00
251,Jamna Auto,80.90,1.38,72348,80.20,81.50,25.00,500.00
252,JB Chemicals,1496.45,-0.96,13679,1489.00,1500.00,2.00,5.00
253,Jindal (Hisar),175.30,-0.54,109671,175.00,176.50,565.00,1500.00
254,Jindal Saw,114.30,1.51,415308,114.30,114.30,43.00,2930.00
255,Jindal Stainles,94.00,0.59,40345,94.00,94.35,250.00,122.00
256,Jindal Steel,397.40,-0.31,549056,396.90,397.00,456.00,129.00
257,JK Bank,29.55,0.51,738275,29.50,29.55,22275.00,1173.00
258,JK Lakshmi Cem,550.50,1.52,13548,549.35,549.10,4.00,7.00
259,JK Paper,162.35,6.56,395535,163.00,163.40,348.00,150.00
260,JK Tyre & Ind,133.65,2.10,249078,133.40,133.65,345.00,1300.00
261,JM Financial,87.20,0.98,117459,87.45,87.60,50.00,400.00
262,Johnson Control,2227.05,0.54,3285,2221.00,2228.00,1.00,18.00
263,JSW Energy,136.25,4.13,1114990,136.25,136.25,6178.00,200.00
264,JSW Steel,713.85,1.19,344516,711.00,712.90,232.00,1280.00
265,JTEKT India,108.65,-0.82,53156,107.90,108.45,100.00,110.00
266,Jubilant Food,3185.00,4.71,39996,3178.00,3190.00,100.00,39.00
267,Just Dial,930.60,-1.08,192318,930.60,930.60,101.00,79.00
268,Jyothy Labs,157.15,0.16,75369,157.15,157.15,2.00,20.00
269,Kajaria Ceramic,994.90,2.62,28410,990.00,996.00,45.00,484.00
270,Kalpataru Power,429.75,-0.14,16828,429.75,435.00,556.00,5.00
271,Kansai Nerolac,575.95,-0.98,10648,576.45,575.95,4.00,16.00
272,Karnataka Bank,63.60,0.32,321686,63.60,63.60,5000.00,1.00
273,Kaveri Seed,709.00,0.20,43950,708.55,710.00,4.00,45.00
274,KEC Intl,405.70,-0.79,21095,407.00,407.30,37.00,39.00
275,KEI Industries,664.20,-0.35,51910,664.20,664.20,4.00,10.00
276,KNR Construct,223.55,2.05,87122,223.50,223.55,30.00,670.00
277,Kotak Mahindra,1814.75,1.80,77313,1815.00,1817.00,38.00,10.00
278,KPIT Tech,239.95,0.23,22898,239.60,239.95,12.00,568.00
279,KPR Mill,1565.55,1.07,4892,1545.30,1599.00,50.00,10.00
280,KRBL,228.30,1.69,136044,227.00,228.00,138.00,90.00
281,KSB Pumps,1013.00,2.75,6405,1001.00,1012.00,1.00,97.00
282,L&T Finance,93.35,-0.37,1195992,93.20,93.35,100.00,150.00
283,L&T Infotech,3840.00,0.15,13470,3840.00,3848.00,4.00,5.00
284,L&T Technology,2696.75,1.09,3752,2701.70,2707.00,10.00,6.00
285,La Opala RG,282.65,0.68,60929,282.65,282.65,3.00,197.00
286,Lakshmi Machine,6570.00,-0.64,333,6570.00,6846.00,4.00,1.00
287,Larsen,1510.25,2.64,259321,1510.25,1510.25,30.00,61.00
288,Laurus Labs,537.35,0.18,170873,536.50,537.35,100.00,370.00
289,Lemon Tree Hote,42.85,0.12,305991,42.85,42.85,203.00,10.00
290,LIC Housing Fin,499.40,3.52,398755,498.20,499.00,15.00,173.00
291,Linde India,1609.40,-0.93,6984,1607.60,1613.30,10.00,1.00
292,Lupin,1232.35,-1.17,85692,1232.05,1232.35,1.00,99.00
293,Lux Industries,3242.05,3.16,28113,3242.00,3253.50,5.00,1.00
294,M&M,802.10,-0.51,211552,802.50,803.00,323.00,450.00
295,M&M Financial,162.80,-0.06,702375,162.80,162.80,2.00,13.00
296,Mah Scooters,3791.00,0.72,494,3781.50,3823.00,1.00,2.00
297,Mah Seamless,289.00,-0.43,9254,288.20,289.20,20.00,14.00
298,Mahanagar Gas,1188.30,0.18,14315,1180.00,1190.50,20.00,100.00
299,Mahindra CIE,209.00,6.52,63685,207.00,209.00,175.00,326.00
300,Mahindra Holida,257.90,-1.15,36308,254.55,257.90,2.00,106.00
301,Mahindra Life,570.00,7.76,27752,565.00,570.00,181.00,22.00
302,Mahindra Logist,544.00,-0.92,6481,540.20,550.00,10.00,2.00
303,Manappuram Fin,164.55,0.06,771759,164.00,164.50,4540.00,131.00
304,Marico,495.20,0.94,66671,495.20,495.20,18.00,47.00
305,Maruti Suzuki,7204.00,0.29,13233,7190.00,7207.45,1.00,9.00
306,MAS Financial S,921.95,1.46,9419,905.15,925.00,1.00,1.00
307,Max Financial,955.30,0.65,10871,945.00,959.10,20.00,1.00
308,MCX India,1558.55,1.00,12858,1559.25,1560.00,10.00,10.00
309,Metropolis,2454.85,-0.50,3880,2432.00,2470.00,1.00,1.00
310,Minda Corp,136.00,6.58,205063,132.35,133.65,750.00,469.00
311,Minda Ind,590.20,2.55,19982,588.60,591.30,1.00,100.00
312,Mindtree,2370.40,-0.70,18080,2370.40,2380.00,1.00,15.00
313,Mishra Dhatu Ni,195.00,1.48,35364,193.60,194.00,39.00,50.00
314,MMTC Ltd,57.45,-1.12,622751,57.20,57.45,50.00,41.00
315,MOIL,182.75,0.80,88033,183.00,183.55,137.00,7.00
316,Motherson Sumi,250.50,-6.91,4267176,250.50,250.50,88.00,10.00
317,Motilal Oswal,795.00,-0.33,21472,794.50,795.00,3.00,274.00
318,MphasiS,1918.50,0.54,18794,1915.00,1919.30,11.00,12.00
319,MRF,84405.40,0.02,486,84400.00,84920.00,1.00,1.00
320,MRPL,51.30,-1.82,366502,51.30,51.30,834.00,156.00
321,Muthoot Finance,1511.50,6.90,618125,1511.50,1511.50,63.00,10.00
322,NALCO,73.05,0.34,3359426,73.05,73.05,83.00,17.00
323,Narayana Hruda,487.95,-3.36,75524,487.95,487.95,11.00,715.00
324,Natco Pharma,1045.75,-0.22,47671,1043.00,1045.75,2.00,36.00
325,Nava Bharat Ven,88.80,-1.33,36814,89.55,89.70,10.00,25.00
326,Navin Fluorine,3175.00,-1.16,8232,3169.75,3176.00,5.00,3.00
327,Navneet,86.50,0.58,30592,86.35,86.50,10.00,2978.00
328,NBCC (India),48.00,0.42,390971,48.00,48.20,1.00,326.00
329,NCC,81.55,1.18,481246,81.55,81.55,571.00,123.00
330,NESCO,551.50,-0.91,11515,550.10,556.35,15.00,10.00
331,Nestle,17781.20,0.77,1304,17620.00,17850.00,1.00,4.00
332,Network 18,40.70,0.37,132371,40.70,40.70,404.00,15808.00
333,New India Assur,169.55,2.79,166125,169.55,173.00,2582.00,40.00
334,NHPC,25.95,0.58,719158,25.90,25.95,10.00,7059.00
335,Nilkamal,2488.35,1.69,20688,2453.00,2488.35,3.00,768.00
336,Nippon,368.15,-1.09,50125,368.15,368.15,15.00,4.00
337,NLC India,60.75,-0.65,367648,60.60,60.70,1498.00,5831.00
338,NMDC,185.80,1.36,855296,185.60,185.60,1060.00,405.00
339,NOCIL,208.45,1.44,108295,208.45,208.45,127.00,4668.00
340,NTPC,111.80,0.63,275715,111.80,111.80,1.00,6.00
341,Oberoi Realty,662.70,9.77,192020,662.70,662.70,45.00,38.00
342,Oil India,139.50,1.79,162356,139.50,140.50,496.00,125.00
343,Omaxe,82.85,2.22,28738,82.75,85.00,200.00,1310.00
344,ONGC,122.65,4.16,5138319,123.60,123.90,7252.00,2683.00
345,Oracle Fin Serv,3530.00,0.11,2478,3511.00,3555.00,1.00,5.00
346,Orient Cement,137.60,0.55,65686,137.40,137.75,200.00,33.00
347,Orient Electric,300.20,-0.66,14448,299.25,301.50,1.00,10.00
348,Orient Refract,310.30,-0.70,6477,310.00,312.95,20.00,150.00
349,P and G,12804.25,-2.47,1048,12804.25,12804.25,1.00,4.00
350,Page Industries,30544.75,-0.69,1051,30416.35,30975.00,1.00,1.00
351,Persistent,2415.00,-2.49,9149,2400.00,2414.30,43.00,25.00
352,Petronet LNG,246.95,2.72,179909,246.95,246.90,250.00,15.00
353,Pfizer,5191.00,0.34,3951,5188.15,5198.35,1.00,1.00
354,Phillips Carbon,226.20,1.23,431866,226.20,226.20,395.00,105.00
355,Phoenix Mills,865.95,7.32,73447,865.95,865.95,100.00,84.00
356,PI Industries,2679.50,0.16,6883,2665.00,2674.75,40.00,1.00
357,Pidilite Ind,2080.10,0.75,25560,2080.10,2081.90,6.00,5.00
358,Piramal Enter,1841.05,-0.02,49828,1834.00,1840.00,10.00,19.00
359,PNB,43.75,-0.57,17495675,43.40,43.45,14229.00,20601.00
360,PNB Housing Fin,762.50,10.00,101133,762.50,0.00,40214.00,0.00
361,PNC Infratech,258.75,0.21,53119,257.70,258.75,2.00,98.00
362,Poly Medicure,1013.80,0.83,11459,1012.00,1013.80,11.00,60.00
363,Polycab,1683.30,0.48,11323,1677.85,1683.40,13.00,51.00
364,Power Finance,121.00,-0.45,159120,120.80,121.00,10.00,71.00
365,Power Grid Corp,225.85,-0.68,138498,225.85,226.15,97.00,50.00
366,Prestige Estate,287.80,5.23,253713,288.00,288.50,44.00,53.00
