,0,1,2,3,4,5,6,7
373,Rail Vikas,29.35,-0.51,194261,0.00,0.00,0.00,0.00
374,Rain Industries,178.00,1.11,566851,0.00,0.00,0.00,0.00
375,Rajesh Exports,520.50,0.75,28129,0.00,0.00,0.00,0.00
376,Rallis India,310.90,-0.62,93589,0.00,0.00,0.00,0.00
377,Ramco Cements,948.55,-1.86,18966,0.00,0.00,0.00,0.00
378,Rashtriya Chem,81.30,-2.17,893067,0.00,0.00,0.00,0.00
379,Ratnamani Metal,1916.40,-3.06,2996,0.00,0.00,0.00,0.00
380,Raymond,365.80,-0.64,101734,0.00,0.00,0.00,0.00
381,RBL Bank,211.20,-1.38,214841,0.00,0.00,0.00,0.00
382,REC,145.10,-0.55,147484,0.00,0.00,0.00,0.00
383,Redington,246.85,-5.87,364434,0.00,0.00,0.00,0.00
384,Relaxo Footwear,1088.85,-4.10,19120,0.00,0.00,0.00,0.00
385,Reliance,2168.25,0.36,916472,0.00,0.00,0.00,0.00
386,Responsive Ind,156.60,0.03,11697,0.00,0.00,0.00,0.00
387,RITES,243.90,-0.39,23018,0.00,0.00,0.00,0.00
388,S H Kelkar,154.35,-4.78,87408,0.00,0.00,0.00,0.00
389,SAIL,121.20,-4.23,5494745,0.00,0.00,0.00,0.00
390,Sanofi India,7750.10,0.40,449,0.00,0.00,0.00,0.00
391,SBI,432.60,1.97,3328821,0.00,0.00,0.00,0.00
392,SBI Card,1045.45,0.04,39432,0.00,0.00,0.00,0.00
393,SBI Life Insura,966.20,-0.92,27877,0.00,0.00,0.00,0.00
394,Schaeffler Ind,5242.10,-1.01,332,0.00,0.00,0.00,0.00
395,Schneider Infra,126.00,-4.65,175655,0.00,0.00,0.00,0.00
396,Sequent Scienti,270.15,-2.53,70256,0.00,0.00,0.00,0.00
397,Sheela Foam,2045.00,-0.90,2922,0.00,0.00,0.00,0.00
398,Shilpa,494.45,-4.37,65194,0.00,0.00,0.00,0.00
399,Shipping Corp,113.05,-0.96,252899,0.00,0.00,0.00,0.00
400,Shoppers Stop,223.50,-1.54,6739,0.00,0.00,0.00,0.00
401,Shree Cements,27600.00,0.08,1725,0.00,0.00,0.00,0.00
402,Shriram City,1670.00,-0.57,1001,0.00,0.00,0.00,0.00
403,Shriram Trans,1414.90,-0.95,68509,0.00,0.00,0.00,0.00
404,Siemens,2061.95,-1.02,11609,0.00,0.00,0.00,0.00
405,SIS,441.60,-1.62,15856,0.00,0.00,0.00,0.00
406,SJVN,27.30,-2.33,298944,0.00,0.00,0.00,0.00
407,SKF India,2341.15,1.06,1599,0.00,0.00,0.00,0.00
408,Sobha,495.75,1.02,22502,0.00,0.00,0.00,0.00
409,Solar Ind,1501.40,-3.55,53486,0.00,0.00,0.00,0.00
410,SOLARA ACTIVE P,1771.30,0.81,8130,0.00,0.00,0.00,0.00
411,Sonata,662.45,-1.41,17678,0.00,0.00,0.00,0.00
412,South Ind Bk,10.09,-3.07,5750048,0.00,0.00,0.00,0.00
413,Spandana Sphoor,567.35,-0.92,3872,0.00,0.00,0.00,0.00
414,SpiceJet,76.20,-4.27,458994,0.00,0.00,0.00,0.00
415,SRF,6556.00,0.71,3369,0.00,0.00,0.00,0.00
416,Star Cement,109.45,-1.49,50284,0.00,0.00,0.00,0.00
417,Sterling & Wils,221.00,-2.56,161488,0.00,0.00,0.00,0.00
418,Sterlite Techno,256.10,2.30,99964,0.00,0.00,0.00,0.00
419,Strides Pharma,763.00,-0.40,117508,0.00,0.00,0.00,0.00
420,Sudarshan Chem,666.00,-0.70,42753,0.00,0.00,0.00,0.00
421,SUMITOMO,321.00,-0.77,46905,0.00,0.00,0.00,0.00
422,Sun Pharma,671.25,0.44,326660,0.00,0.00,0.00,0.00
423,Sun Pharma Adv,219.95,-1.90,337826,0.00,0.00,0.00,0.00
424,Sun TV Network,525.50,-3.10,128511,0.00,0.00,0.00,0.00
425,Sundram,793.00,0.39,5043,0.00,0.00,0.00,0.00
426,Sunteck Realty,278.40,-3.53,72493,0.00,0.00,0.00,0.00
427,Suprajit Eng,267.50,0.04,17464,0.00,0.00,0.00,0.00
428,Supreme Ind,2244.15,-1.11,4869,0.00,0.00,0.00,0.00
429,Suven Pharma,504.00,-3.61,15878,0.00,0.00,0.00,0.00
430,Suzlon Energy,5.92,3.86,9332573,0.00,0.00,0.00,0.00
431,Swan Energy,136.00,-0.69,63001,0.00,0.00,0.00,0.00
432,Symphony,1068.30,-0.12,2502,0.00,0.00,0.00,0.00
433,Syngene Intl,584.15,-0.14,21247,0.00,0.00,0.00,0.00
434,Tanla Platforms,867.05,-4.32,851863,0.00,0.00,0.00,0.00
435,Tasty Bite,15750.00,1.73,50,0.00,0.00,0.00,0.00
436,Tata Chemicals,706.25,0.31,191078,0.00,0.00,0.00,0.00
437,Tata Coffee,174.25,-2.68,348745,0.00,0.00,0.00,0.00
438,Tata Comm,1123.40,4.69,38608,0.00,0.00,0.00,0.00
439,TATA Cons. Prod,665.55,0.28,93537,0.00,0.00,0.00,0.00
440,Tata Elxsi,3611.45,-0.86,5736,0.00,0.00,0.00,0.00
441,Tata Inv Corp,1055.00,-0.35,1983,0.00,0.00,0.00,0.00
442,Tata Metaliks,1070.90,-0.54,41707,0.00,0.00,0.00,0.00
443,Tata Motors,318.10,-0.19,1479190,0.00,0.00,0.00,0.00
444,Tata Power,104.75,-1.55,1399500,0.00,0.00,0.00,0.00
445,Tata Steel,1100.30,-2.25,939978,0.00,0.00,0.00,0.00
446,TCI Express,1417.10,-2.56,92560,0.00,0.00,0.00,0.00
447,TCNS Clothing C,534.35,-2.75,6990,0.00,0.00,0.00,0.00
448,TCS,3153.40,-0.18,39525,0.00,0.00,0.00,0.00
449,TeamLease Ser.,3413.00,-1.42,334,0.00,0.00,0.00,0.00
450,Tech Mahindra,1030.40,0.84,74863,0.00,0.00,0.00,0.00
451,Thermax,1410.45,-1.29,3546,0.00,0.00,0.00,0.00
452,Thyrocare Techn,1045.45,-1.87,12865,0.00,0.00,0.00,0.00
453,Time Techno,82.80,0.55,74389,0.00,0.00,0.00,0.00
454,Timken,1305.30,-3.13,3094,0.00,0.00,0.00,0.00
455,Titan Company,1591.50,-0.21,36594,0.00,0.00,0.00,0.00
456,TML-D,143.80,-4.64,418317,0.00,0.00,0.00,0.00
457,Torrent Pharma,2786.95,1.71,9941,0.00,0.00,0.00,0.00
458,Torrent Power,431.05,-0.37,24372,0.00,0.00,0.00,0.00
459,Trent,839.90,-1.50,45596,0.00,0.00,0.00,0.00
460,Trident,15.85,-0.63,2388164,0.00,0.00,0.00,0.00
461,Triveni Turbine,107.55,6.12,89917,0.00,0.00,0.00,0.00
462,TTK Prestige,8745.00,0.71,1328,0.00,0.00,0.00,0.00
463,Tube Investment,1188.75,0.42,28712,0.00,0.00,0.00,0.00
464,TV TodayNetwork,296.15,0.42,27898,0.00,0.00,0.00,0.00
465,TV18 Broadcast,41.20,-1.32,883292,0.00,0.00,0.00,0.00
466,TVS Motor,612.35,-0.44,230387,0.00,0.00,0.00,0.00
467,TVS Srichakra,1969.25,-1.22,917,0.00,0.00,0.00,0.00
468,UCO Bank,13.19,-3.01,1373995,0.00,0.00,0.00,0.00
469,Uflex,445.75,-1.91,48034,0.00,0.00,0.00,0.00
470,Ujjivan Financi,212.25,-1.23,80339,0.00,0.00,0.00,0.00
471,Ujjivan Small,29.55,-0.84,83648,0.00,0.00,0.00,0.00
472,UltraTechCement,6600.75,-1.63,14853,0.00,0.00,0.00,0.00
473,Union Bank,34.35,-1.01,793831,0.00,0.00,0.00,0.00
474,United Brewerie,1249.90,-0.33,20983,0.00,0.00,0.00,0.00
475,UPL,815.05,0.04,174335,0.00,0.00,0.00,0.00
476,V-Guard Ind,266.25,-4.54,129650,0.00,0.00,0.00,0.00
477,V-Mart Retail,2780.00,0.47,1947,0.00,0.00,0.00,0.00
478,Vaibhav Global,836.00,-0.73,16039,0.00,0.00,0.00,0.00
479,Vakrangee,41.90,-0.12,759075,0.00,0.00,0.00,0.00
480,Vardhman Text,1274.80,-1.50,5153,0.00,0.00,0.00,0.00
481,Varroc Engineer,408.00,-1.63,3527,0.00,0.00,0.00,0.00
482,Varun Beverages,1008.80,-0.39,19129,0.00,0.00,0.00,0.00
483,Vedanta,268.45,-2.13,1726793,0.00,0.00,0.00,0.00
484,Venkys,2596.60,10.00,21806,0.00,0.00,0.00,0.00
485,Vinati Organics,1775.00,1.00,55875,0.00,0.00,0.00,0.00
486,VIP Industries,382.70,4.66,53111,0.00,0.00,0.00,0.00
487,Vodafone Idea,8.53,-1.61,40498969,0.00,0.00,0.00,0.00
488,Voltas,1011.40,0.48,25548,0.00,0.00,0.00,0.00
489,VRL Logistics,248.45,-3.57,47116,0.00,0.00,0.00,0.00
490,VST,3315.00,-0.04,236,0.00,0.00,0.00,0.00
491,WABCO India,6900.00,1.07,281,0.00,0.00,0.00,0.00
492,Welspun Corp,146.90,-3.61,172140,0.00,0.00,0.00,0.00
493,Welspun India,87.25,-2.02,335956,0.00,0.00,0.00,0.00
494,Westlife Dev,489.30,1.69,3600,0.00,0.00,0.00,0.00
495,Whirlpool,2154.30,-0.31,4921,0.00,0.00,0.00,0.00
496,Wipro,542.70,0.71,200765,0.00,0.00,0.00,0.00
497,Wockhardt,620.20,-4.59,127415,0.00,0.00,0.00,0.00
498,Zee Entertain,213.25,1.89,808840,0.00,0.00,0.00,0.00
499,Zensar Tech,281.85,-1.40,28840,0.00,0.00,0.00,0.00
500,Company,LTP,%Change,Volume,Buy Price,Sell Price,Buy Qty,Sell Qty
